episode,episode_return,total_steps,nodes_completed,nodes_skipped,workflow_size,workflow_complete,completion_rate,premature_executions,correct_executions,ctrl_loss,meta_loss
279,62.1600,38,5,0,5,1,1.0000,6,2,17.054212,137.411223
280,62.7200,36,5,0,5,1,1.0000,5,3,16.174880,106.115367
281,72.7800,34,5,0,5,1,1.0000,5,1,15.324788,124.047296
282,63.6900,27,5,0,5,1,1.0000,6,2,15.728334,76.216372
283,48.7800,34,5,0,5,1,1.0000,9,2,14.402044,113.048371
284,43.5400,32,5,0,5,1,1.0000,10,2,15.437347,93.815881
285,69.2600,18,5,0,5,1,1.0000,4,3,14.121823,197.276318
286,63.9300,19,5,0,5,1,1.0000,5,3,12.110306,143.293682
287,74.0100,23,5,0,5,1,1.0000,3,3,13.947251,128.290494
288,79.4700,11,5,0,5,1,1.0000,3,2,9.240010,132.351781
289,39.1100,23,4,1,5,1,0.8000,5,3,9.947380,169.786378
290,64.2800,24,5,0,5,1,1.0000,4,4,13.504368,100.469402
291,32.8700,51,5,0,5,1,1.0000,11,3,11.825532,74.596478
292,69.0600,18,5,0,5,1,1.0000,4,3,13.521379,126.745428
293,53.6700,41,5,0,5,1,1.0000,8,2,13.405857,143.380782
294,69.2600,18,5,0,5,1,1.0000,5,2,13.896930,154.257291
295,69.1200,16,5,0,5,1,1.0000,5,2,9.625746,94.576720
296,27.0300,49,4,1,5,1,0.8000,10,1,10.786477,140.616447
297,79.2400,12,5,0,5,1,1.0000,3,2,12.441671,99.680104
298,64.0700,21,5,0,5,1,1.0000,6,2,12.408138,153.242732
299,73.9700,21,5,0,5,1,1.0000,5,1,9.904973,91.785249
300,74.4500,15,5,0,5,1,1.0000,4,2,11.073232,118.917674
301,74.2300,19,5,0,5,1,1.0000,4,2,12.221065,95.209962
302,69.1900,17,5,0,5,1,1.0000,6,1,9.759655,92.950729
303,58.7000,30,5,0,5,1,1.0000,6,3,13.423387,111.620425
304,48.8200,26,4,1,5,1,0.8000,5,1,11.771169,83.644831
305,79.5400,12,5,0,5,1,1.0000,3,2,12.237719,106.543643
306,74.6300,9,5,0,5,1,1.0000,4,2,11.602449,156.587774
307,48.7500,35,5,0,5,1,1.0000,8,3,12.325807,97.413954
